"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",11.076,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",9.654,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",8.189,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",10.922,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",8.995,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",8.327,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",9.577,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",10.727,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",10.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",11.247,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",19.517,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",17.276,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",21.524,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2004",21.793,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2004",18.049,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2004",25.121,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2003",8.933,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2003",6.274,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2003",11.286,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2002",8.379,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2002",6.038,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2002",10.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2001",7.774,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2001",4.585,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2001",10.588,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2000",10.053,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2000",5.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cyprus","LFS - Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2000",13.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",7.034,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",4.419,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",9.572,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",7.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",5.877,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",9.385,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",6.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",4.896,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",8.424,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2020",6.682,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2020",4.333,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2020",9.171,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2019",5.824,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2019",3.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2019",8.373,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2018",5.738,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2018",3.627,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2018",7.962,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",6.405,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",4.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",8.427,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2016",7.149,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2016",5.667,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2016",8.707,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2015",7.718,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2015",5.769,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2015",9.761,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2014",8.416,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2014",6.674,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2014",10.24,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2013",9.453,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2013",7.909,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2013",11.069,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2012",9.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2012",8.425,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",10.073,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",8.719,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",7.573,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",9.924,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",9.044,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",7.661,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",10.506,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",8.605,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",7.317,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",9.973,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",6.818,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",4.888,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",8.863,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",7.103,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",5.008,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",9.309,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",9.485,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",7.601,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",11.462,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",13.408,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",11.304,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",15.611,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2004",13.822,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2004",11.929,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2004",15.805,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2003",13.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2003",11.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2003",16.827,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2002",14.634,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2002",11.402,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2002",18.011,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2001",64.017,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2001",59.628,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2001",68.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",7.683,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",7.508,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",7.871,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",7.223,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",6.558,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",7.931,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",7.868,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",7.566,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",8.191,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2020",7.295,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2020",6.804,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2020",7.821,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2019",5.607,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2019",5.095,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2019",6.164,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2018",6.011,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2018",5.473,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2018",6.596,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",6.266,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",5.836,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",6.741,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2016",6.701,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2016",6.036,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2016",7.427,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2015",6.239,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2015",5.413,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2015",7.119,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2014",6.365,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2014",5.585,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2014",7.196,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2013",6.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2013",5.653,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2013",7.213,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2012",7.231,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2012",6.432,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",8.072,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",8.156,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",7.771,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",8.555,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",8.451,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",7.461,,,"Repository: ILO-STATISTICS - Micro data processing"
