"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2014",3.274,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2014",9.716,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2014",5.301,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2014",6.301,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2014",3.738,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2014",10.661,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2014",7.793,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2014",4.001,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2014",2.779,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2014",8.594,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2014",2.598,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2013",5.387,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2013",3.026,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2013",10.057,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2013",6.123,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2013",6.333,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2013",3.322,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2013",10.144,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2013",9.228,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2013",4.355,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2013",2.711,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2013",9.959,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2013",2.674,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2012",5.773,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2012",3.586,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2012",10.289,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2012",6.186,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2012",6.887,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2012",4.557,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2012",10.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2012",8.481,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2012",4.559,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2012",2.577,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2012",10.253,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2012",3.512,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2012",19.863,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2012",25.077,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2012",24.408,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2012",17.048,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2012",22.306,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2012",18.907,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2012",22.743,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2012",27.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2012",30.537,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2022",3.665,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2022",0.375,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2022",2.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2022",0.733,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2022",4.674,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2021",7.551,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2021",0.691,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2021",4.825,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2021",0.845,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2021",10.453,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2020",7.368,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2020",0.333,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2020",3.654,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2020",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2020",11.747,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2020",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2019",4.782,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2019",0.984,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2019",3.332,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2019",1.534,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2019",6.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2018",4.978,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2018",2.122,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2018",4.222,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2018",2.991,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2018",5.844,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2018",1.165,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2017",5.355,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2017",1.832,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2017",4.255,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2017",2.711,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2017",6.644,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2017",0.952,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2016",5.152,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2016",2.008,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2016",3.638,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2016",2.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2016",6.722,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2016",1.18,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2015",7.303,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2015",1.944,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2015",4.418,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2015",2.719,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2015",9.912,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2015",1.103,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2014",4.948,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2014",2.102,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2014",3.502,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2014",2.544,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2014",6.386,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2014",1.607,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2013",8.864,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2013",2.643,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2013",6.545,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2013",3.398,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2013",11.213,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2013",1.877,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2014",6.706,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2014",9.571,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2014",5.616,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2014",1.241,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2014",7.553,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2014",10.346,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2014",6.228,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2014",2.135,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2014",5.751,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2014",8.649,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2014",4.951,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2014",0.309,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2019",4.404,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2019",6.638,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2019",1.824,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2019",0.168,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2019",4.712,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2019",7.019,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2019",2.081,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2019",0.321,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2019",4.071,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2019",6.228,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2019",1.552,,,"Repository: ILO-STATISTICS - Micro data processing"
