Country,Sex,Value,Time
Iceland, Male,6.257,2015
Iceland, Female,3.186,2015
Iceland, Male,6.148,2014
Iceland, Female,5.279,2014
Iceland, Male,7.898,2013
Iceland, Female,4.93,2013
Iceland, Male,7.616,2012
Iceland, Female,5.589,2012
Iceland, Male,8.078,2011
Iceland, Female,6.164,2011
Iceland, Male,7.941,2010
Iceland, Female,7.828,2010
Iceland, Male,10.057,2009
Iceland, Female,7.169,2009
Iceland, Male,4.671,2008
Iceland, Female,5.441,2008
Iceland, Male,3.592,2007
Iceland, Female,5.182,2007
Iceland, Male,4.311,2006
Iceland, Female,5.955,2006
Iceland, Male,5.052,2005
Iceland, Female,5.082,2005
Iceland, Male,5.314,2004
Iceland, Female,9.711,2004
Iceland, Male,5.311,2003
Iceland, Female,8.252,2003
Iceland, Male,6.872,2002
Iceland, Female,4.712,2002
Iceland, Male,2.933,2001
Iceland, Female,3.282,2001
Iceland, Male,2.021,2000
Iceland, Female,5.167,2000
Israel, Male,14.192,2023
Israel, Female,15.663,2023
Israel, Male,14.758,2022
Israel, Female,16.134,2022
Israel, Male,16.339,2021
Israel, Female,17.177,2021
Israel, Male,15.823,2020
Israel, Female,16.299,2020
Israel, Male,13.748,2019
Israel, Female,14.814,2019
Israel, Male,12.601,2018
Israel, Female,14.23,2018
Israel, Male,12.139,2017
Israel, Female,15.011,2017
Israel, Male,12.349,2016
Israel, Female,15.012,2016
Israel, Male,12.599,2015
Israel, Female,16.014,2015
Israel, Male,12.349,2014
Israel, Female,16.567,2014
Israel, Male,12.785,2013
Israel, Female,16.035,2013
Israel, Male,13.657,2012
Israel, Female,17.073,2012
Italy, Male,13.039,2023
Italy, Female,12.28,2023
Italy, Male,16.283,2022
Italy, Female,15.402,2022
Italy, Male,19.548,2021
Italy, Female,20.005,2021
Italy, Male,19.26,2020
Italy, Female,18.995,2020
Italy, Male,18.241,2019
Italy, Female,18.006,2019
Italy, Male,19.078,2018
Italy, Female,19.412,2018
Italy, Male,20.463,2017
Italy, Female,19.919,2017
Italy, Male,20.238,2016
Italy, Female,19.693,2016
Italy, Male,21.971,2015
Italy, Female,20.912,2015
Italy, Male,22.85,2014
Italy, Female,21.481,2014
Italy, Male,22.841,2013
Italy, Female,21.455,2013
Italy, Male,21.09,2012
Italy, Female,20.845,2012
Italy, Male,19.418,2011
Italy, Female,19.945,2011
Italy, Male,18.948,2010
Italy, Female,19.048,2010
Italy, Male,17.0,2009
Italy, Female,18.157,2009
Italy, Male,15.214,2008
Italy, Female,18.029,2008
Italy, Male,15.187,2007
Italy, Female,17.178,2007
Italy, Male,15.402,2006
Italy, Female,18.266,2006
Italy, Male,15.555,2005
Italy, Female,19.062,2005
Italy, Male,13.947,2004
Italy, Female,18.805,2004
Italy, Male,15.202,2003
Italy, Female,19.581,2003
Italy, Male,14.524,2002
Italy, Female,18.797,2002
Italy, Male,16.002,2001
Italy, Female,20.578,2001
Italy, Male,16.478,2000
Italy, Female,21.777,2000
Jamaica, Male,19.13,2023
Jamaica, Female,20.282,2023
Jamaica, Male,20.958,2022
Jamaica, Female,22.643,2022
Jamaica, Male,24.225,2021
Jamaica, Female,27.91,2021
Jamaica, Male,27.856,2020
Jamaica, Female,31.526,2020
Jamaica, Male,20.917,2019
Jamaica, Female,24.932,2019
Jamaica, Male,23.368,2018
Jamaica, Female,28.837,2018
Jamaica, Male,24.546,2017
Jamaica, Female,31.306,2017
Jamaica, Male,26.86,2016
Jamaica, Female,32.749,2016
Jamaica, Male,28.709,2014
Jamaica, Female,37.279,2014
Jamaica, Male,29.131,2013
Jamaica, Female,38.494,2013
Jamaica, Male,28.154,2012
Jamaica, Female,36.458,2012
Jamaica, Male,27.324,2011
Jamaica, Female,35.732,2011
Jamaica, Male,27.603,2010
Jamaica, Female,35.62,2010
Jamaica, Male,26.093,2009
Jamaica, Female,35.319,2009
Jamaica, Male,21.589,2008
Jamaica, Female,34.109,2008
Jordan, Male,26.285,2023
Jordan, Female,34.544,2023
Jordan, Male,27.486,2022
Jordan, Female,36.055,2022
Jordan, Male,28.333,2021
Jordan, Female,38.286,2021
Jordan, Male,30.597,2020
Jordan, Female,41.077,2020
Jordan, Male,29.317,2019
Jordan, Female,43.776,2019
Jordan, Male,30.164,2018
Jordan, Female,43.831,2018
Jordan, Male,28.796,2017
Jordan, Female,48.256,2017
Japan, Male,2.73,2019
Japan, Female,3.76,2019
Japan, Male,2.24,2018
Japan, Female,3.56,2018
Japan, Male,2.42,2017
Japan, Female,4.43,2017
Japan, Male,2.58,2016
Japan, Female,4.56,2016
Japan, Male,2.6,2015
Japan, Female,4.77,2015
Japan, Male,2.43,2014
Japan, Female,5.1,2014
Japan, Male,2.75,2013
Japan, Female,5.21,2013
Japan, Male,2.89,2012
Japan, Female,5.69,2012
Japan, Male,2.62,2010
Japan, Female,5.98,2010
Japan, Male,2.74,2009
Japan, Female,6.18,2009
Kenya, Male,22.896,2022
Kenya, Female,32.831,2022
Kenya, Male,12.206,2021
Kenya, Female,24.966,2021
Kenya, Male,14.972,2019
Kenya, Female,24.288,2019
Kenya, Male,9.196,2016
Kenya, Female,18.241,2016
Kenya, Male,15.357,2005
Kenya, Female,29.975,2005
Kyrgyzstan, Male,11.94,2022
Kyrgyzstan, Female,28.02,2022
Kyrgyzstan, Male,12.198,2021
Kyrgyzstan, Female,28.04,2021
Kyrgyzstan, Male,14.887,2020
Kyrgyzstan, Female,30.865,2020
Kyrgyzstan, Male,13.143,2019
Kyrgyzstan, Female,30.3,2019
Kyrgyzstan, Male,12.157,2018
Kyrgyzstan, Female,29.547,2018
Kyrgyzstan, Male,12.867,2017
Kyrgyzstan, Female,30.51,2017
Kyrgyzstan, Male,12.368,2016
Kyrgyzstan, Female,29.029,2016
Kyrgyzstan, Male,14.031,2015
Kyrgyzstan, Female,29.595,2015
Kyrgyzstan, Male,13.317,2014
Kyrgyzstan, Female,29.811,2014
Kyrgyzstan, Male,14.793,2013
Kyrgyzstan, Female,30.619,2013
Kyrgyzstan, Male,10.674,2012
Kyrgyzstan, Female,25.577,2012
Kyrgyzstan, Male,10.214,2011
Kyrgyzstan, Female,25.301,2011
Kyrgyzstan, Male,12.643,2010
Kyrgyzstan, Female,25.59,2010
Cambodia, Male,4.27,2021
Cambodia, Female,8.114,2021
Cambodia, Male,4.101,2020
Cambodia, Female,7.252,2020
Cambodia, Male,10.043,2019
Cambodia, Female,12.592,2019
Cambodia, Male,3.328,2017
Cambodia, Female,9.762,2017
Cambodia, Male,2.984,2016
Cambodia, Female,10.026,2016
Cambodia, Male,2.567,2015
Cambodia, Female,10.763,2015
Cambodia, Male,3.096,2014
Cambodia, Female,9.735,2014
Cambodia, Male,2.51,2013
Cambodia, Female,10.262,2013
Cambodia, Male,10.263,2012
Cambodia, Female,15.194,2012
Cambodia, Male,2.711,2011
Cambodia, Female,7.549,2011
Cambodia, Male,2.588,2010
Cambodia, Female,8.149,2010
Cambodia, Male,3.67,2009
Cambodia, Female,10.7,2009
Cambodia, Male,4.358,2008
Cambodia, Female,12.703,2008
Cambodia, Male,4.44,2007
Cambodia, Female,11.546,2007
Cambodia, Male,6.997,2003
Cambodia, Female,13.729,2003
Cambodia, Male,3.926,2001
Cambodia, Female,8.269,2001
Cambodia, Male,7.045,2000
Cambodia, Female,13.473,2000
Kiribati, Male,51.583,2020
Kiribati, Female,55.847,2020
Kiribati, Male,53.456,2019
Kiribati, Female,50.428,2019
Kiribati, Male,46.19,2015
Kiribati, Female,47.597,2015
Republic of Korea, Male,11.327,2002
Republic of Korea, Female,10.272,2002
Republic of Korea, Male,12.34,2001
Republic of Korea, Female,11.213,2001
Republic of Korea, Male,11.377,2000
Republic of Korea, Female,11.768,2000
Kosovo, Male,32.685,2023
Kosovo, Female,33.852,2023
Kosovo, Male,32.091,2022
Kosovo, Female,33.765,2022
Kosovo, Male,31.674,2021
Kosovo, Female,32.441,2021
Kosovo, Male,33.778,2020
Kosovo, Female,33.153,2020
Kosovo, Male,31.139,2019
Kosovo, Female,34.249,2019
Kosovo, Male,29.545,2018
Kosovo, Female,29.855,2018
Kosovo, Male,23.817,2017
Kosovo, Female,31.662,2017
Kosovo, Male,26.524,2016
Kosovo, Female,34.457,2016
Kosovo, Male,28.339,2015
Kosovo, Female,35.401,2015
Kosovo, Male,26.698,2014
Kosovo, Female,34.085,2014
Kosovo, Male,30.574,2013
Kosovo, Female,41.369,2013
Kosovo, Male,31.352,2012
Kosovo, Female,40.957,2012
Kosovo, Male,31.436,2000
Kosovo, Female,59.652,2000
Lao People's Democratic Republic, Male,20.392,2022
Lao People's Democratic Republic, Female,24.614,2022
Lao People's Democratic Republic, Male,23.605,2017
Lao People's Democratic Republic, Female,27.876,2017
Lao People's Democratic Republic, Male,4.337,2010
Lao People's Democratic Republic, Female,5.891,2010
Lebanon, Male,17.91,2019
Lebanon, Female,28.889,2019
Lebanon, Male,15.98,2007
Lebanon, Female,27.3,2007
Liberia, Male,38.842,2017
Liberia, Female,40.852,2017
Liberia, Male,8.92,2016
Liberia, Female,16.834,2016
Liberia, Male,9.609,2014
Liberia, Female,19.997,2014
Liberia, Male,19.075,2010
Liberia, Female,28.946,2010
Saint Lucia, Male,29.715,2023
Saint Lucia, Female,32.777,2023
Saint Lucia, Male,30.537,2022
Saint Lucia, Female,23.823,2022
Saint Lucia, Male,42.149,2021
Saint Lucia, Female,39.358,2021
Saint Lucia, Male,45.699,2020
Saint Lucia, Female,41.517,2020
Saint Lucia, Male,32.638,2019
Saint Lucia, Female,27.69,2019
Saint Lucia, Male,33.932,2018
Saint Lucia, Female,31.069,2018
Saint Lucia, Male,36.047,2017
Saint Lucia, Female,32.265,2017
Sri Lanka, Male,13.535,2022
Sri Lanka, Female,22.321,2022
Sri Lanka, Male,14.363,2021
Sri Lanka, Female,24.202,2021
Sri Lanka, Male,15.331,2020
Sri Lanka, Female,27.504,2020
Sri Lanka, Male,13.335,2019
Sri Lanka, Female,28.969,2019
Sri Lanka, Male,17.052,2018
Sri Lanka, Female,31.06,2018
Sri Lanka, Male,16.775,2017
Sri Lanka, Female,32.157,2017
Sri Lanka, Male,18.069,2016
Sri Lanka, Female,35.401,2016
Sri Lanka, Male,17.411,2015
Sri Lanka, Female,35.241,2015
Sri Lanka, Male,20.167,2014
Sri Lanka, Female,38.38,2014
Sri Lanka, Male,18.852,2013
Sri Lanka, Female,36.673,2013
Sri Lanka, Male,15.988,2011
Sri Lanka, Female,36.376,2011
Sri Lanka, Male,17.523,2010
Sri Lanka, Female,35.053,2010
Lesotho, Male,28.201,2019
Lesotho, Female,42.138,2019
Lithuania, Male,14.452,2023
Lithuania, Female,12.595,2023
Lithuania, Male,10.162,2022
Lithuania, Female,9.121,2022
Lithuania, Male,11.702,2021
Lithuania, Female,10.901,2021
Lithuania, Male,12.246,2020
Lithuania, Female,9.193,2020
Lithuania, Male,9.714,2019
Lithuania, Female,7.529,2019
Lithuania, Male,8.447,2018
Lithuania, Female,7.61,2018
Lithuania, Male,9.073,2017
Lithuania, Female,9.228,2017
Lithuania, Male,10.002,2016
Lithuania, Female,8.783,2016
Lithuania, Male,9.082,2015
Lithuania, Female,9.316,2015
Lithuania, Male,9.508,2014
Lithuania, Female,10.338,2014
Lithuania, Male,11.636,2013
Lithuania, Female,10.624,2013
Lithuania, Male,12.762,2012
Lithuania, Female,9.498,2012
Lithuania, Male,13.138,2011
Lithuania, Female,10.448,2011
Lithuania, Male,14.694,2010
Lithuania, Female,11.602,2010
Lithuania, Male,13.652,2009
Lithuania, Female,10.536,2009
Lithuania, Male,8.567,2008
Lithuania, Female,9.142,2008
Lithuania, Male,6.282,2007
Lithuania, Female,7.884,2007
Lithuania, Male,8.161,2006
Lithuania, Female,8.476,2006
Lithuania, Male,8.235,2005
Lithuania, Female,9.323,2005
Lithuania, Male,9.338,2004
Lithuania, Female,10.428,2004
Lithuania, Male,8.712,2003
Lithuania, Female,10.851,2003
Lithuania, Male,11.361,2002
Lithuania, Female,10.929,2002
Lithuania, Male,17.856,2001
Lithuania, Female,12.775,2001
Lithuania, Male,17.845,2000
Lithuania, Female,16.523,2000
Luxembourg, Male,5.967,2023
Luxembourg, Female,10.513,2023
Luxembourg, Male,10.252,2022
Luxembourg, Female,9.67,2022
Luxembourg, Male,10.994,2021
Luxembourg, Female,8.595,2021
Luxembourg, Male,8.207,2020
Luxembourg, Female,5.153,2020
Luxembourg, Male,5.085,2019
Luxembourg, Female,4.453,2019
Luxembourg, Male,4.456,2018
Luxembourg, Female,6.785,2018
Luxembourg, Male,6.561,2017
Luxembourg, Female,5.822,2017
Luxembourg, Male,5.623,2016
Luxembourg, Female,6.837,2016
Luxembourg, Male,6.181,2015
Luxembourg, Female,5.421,2015
Luxembourg, Male,7.737,2014
Luxembourg, Female,4.946,2014
Luxembourg, Male,5.959,2013
Luxembourg, Female,4.738,2013
Luxembourg, Male,6.083,2012
Luxembourg, Female,5.378,2012
Luxembourg, Male,4.606,2011
Luxembourg, Female,5.401,2011
Luxembourg, Male,5.667,2010
Luxembourg, Female,4.753,2010
Luxembourg, Male,5.901,2009
Luxembourg, Female,6.354,2009
Luxembourg, Male,4.611,2008
Luxembourg, Female,7.835,2008
Luxembourg, Male,4.743,2007
Luxembourg, Female,6.582,2007
Luxembourg, Male,6.078,2006
Luxembourg, Female,7.31,2006
Luxembourg, Male,4.274,2005
Luxembourg, Female,6.745,2005
Luxembourg, Male,4.629,2004
Luxembourg, Female,7.926,2004
Luxembourg, Male,4.463,2003
Luxembourg, Female,5.818,2003
Luxembourg, Male,2.099,2002
Luxembourg, Female,7.978,2002
Luxembourg, Male,4.424,2001
Luxembourg, Female,6.634,2001
Luxembourg, Male,2.726,2000
Luxembourg, Female,7.413,2000
Latvia, Male,6.808,2023
Latvia, Female,4.541,2023
Latvia, Male,10.445,2022
Latvia, Female,4.972,2022
Latvia, Male,8.477,2021
Latvia, Female,8.908,2021
Latvia, Male,8.552,2020
Latvia, Female,8.543,2020
Latvia, Male,9.838,2019
Latvia, Female,8.607,2019
Latvia, Male,8.665,2018
Latvia, Female,7.092,2018
Latvia, Male,12.041,2017
Latvia, Female,11.867,2017
Latvia, Male,12.629,2016
Latvia, Female,9.711,2016
Latvia, Male,9.366,2015
Latvia, Female,11.727,2015
Latvia, Male,11.306,2014
Latvia, Female,12.777,2014
Latvia, Male,12.635,2013
Latvia, Female,13.447,2013
Latvia, Male,15.139,2012
Latvia, Female,14.637,2012
Latvia, Male,16.068,2011
Latvia, Female,16.0,2011
Latvia, Male,18.697,2010
Latvia, Female,16.902,2010
Latvia, Male,18.618,2009
Latvia, Female,16.318,2009
Latvia, Male,10.183,2008
Latvia, Female,13.524,2008
Latvia, Male,9.537,2007
Latvia, Female,14.432,2007
Latvia, Male,7.926,2006
Latvia, Female,15.112,2006
Latvia, Male,8.864,2005
Latvia, Female,12.975,2005
Latvia, Male,8.351,2004
Latvia, Female,16.435,2004
Latvia, Male,8.925,2003
Latvia, Female,16.616,2003
Latvia, Male,13.206,2002
Latvia, Female,12.443,2002
"Macao, China", Male,5.56,2016
"Macao, China", Female,4.32,2016
"Macao, China", Male,5.25,2015
"Macao, China", Female,5.36,2015
"Macao, China", Male,4.89,2014
"Macao, China", Female,5.13,2014
"Macao, China", Male,5.59,2013
"Macao, China", Female,4.96,2013
"Macao, China", Male,5.57,2012
"Macao, China", Female,5.94,2012
"Macao, China", Male,6.28,2011
"Macao, China", Female,6.3,2011
"Macao, China", Male,6.91,2010
"Macao, China", Female,5.47,2010
"Macao, China", Male,8.42,2009
"Macao, China", Female,5.71,2009
Morocco, Male,16.567,2014
Morocco, Female,53.911,2014
Republic of Moldova, Male,14.556,2023
Republic of Moldova, Female,12.092,2023
Republic of Moldova, Male,15.155,2022
Republic of Moldova, Female,14.772,2022
Republic of Moldova, Male,13.8,2021
Republic of Moldova, Female,13.288,2021
Republic of Moldova, Male,16.603,2020
Republic of Moldova, Female,14.506,2020
Republic of Moldova, Male,18.884,2019
Republic of Moldova, Female,15.992,2019
Republic of Moldova, Male,21.387,2018
Republic of Moldova, Female,13.913,2018
Republic of Moldova, Male,18.356,2017
Republic of Moldova, Female,15.31,2017
Republic of Moldova, Male,19.674,2016
Republic of Moldova, Female,12.49,2016
Republic of Moldova, Male,18.488,2015
Republic of Moldova, Female,12.787,2015
Republic of Moldova, Male,20.369,2014
Republic of Moldova, Female,12.791,2014
Republic of Moldova, Male,22.616,2013
Republic of Moldova, Female,14.186,2013
Republic of Moldova, Male,22.724,2012
Republic of Moldova, Female,15.515,2012
Republic of Moldova, Male,23.344,2011
Republic of Moldova, Female,15.875,2011
Republic of Moldova, Male,23.418,2010
Republic of Moldova, Female,15.263,2010
Republic of Moldova, Male,24.749,2009
Republic of Moldova, Female,17.491,2009
Republic of Moldova, Male,24.494,2008
Republic of Moldova, Female,16.488,2008
Republic of Moldova, Male,27.194,2007
Republic of Moldova, Female,18.382,2007
Republic of Moldova, Male,27.062,2006
Republic of Moldova, Female,20.044,2006
Republic of Moldova, Male,30.16,2005
Republic of Moldova, Female,22.634,2005
Republic of Moldova, Male,30.333,2004
Republic of Moldova, Female,22.746,2004
Republic of Moldova, Male,29.212,2003
Republic of Moldova, Female,20.963,2003
Republic of Moldova, Male,28.589,2002
Republic of Moldova, Female,22.481,2002
Republic of Moldova, Male,27.059,2001
Republic of Moldova, Female,22.426,2001
Republic of Moldova, Male,26.029,2000
Republic of Moldova, Female,23.648,2000
Madagascar, Male,18.442,2022
Madagascar, Female,29.998,2022
Madagascar, Male,3.31,2012
Madagascar, Female,4.266,2012
Maldives, Male,24.072,2019
Maldives, Female,28.506,2019
Maldives, Male,22.457,2016
Maldives, Female,26.081,2016
Maldives, Male,15.984,2014
Maldives, Female,29.605,2014
Maldives, Male,29.327,2009
Maldives, Female,35.403,2009
Mexico, Male,8.532,2023
Mexico, Female,24.098,2023
Mexico, Male,9.277,2022
Mexico, Female,25.278,2022
Mexico, Male,10.086,2021
Mexico, Female,26.791,2021
Mexico, Male,11.801,2020
Mexico, Female,29.058,2020
Mexico, Male,8.883,2019
Mexico, Female,27.713,2019
Mexico, Male,8.297,2018
Mexico, Female,28.58,2018
Mexico, Male,8.081,2017
Mexico, Female,29.374,2017
Mexico, Male,8.581,2016
Mexico, Female,30.451,2016
Mexico, Male,8.795,2015
Mexico, Female,30.733,2015
Mexico, Male,9.303,2014
Mexico, Female,31.384,2014
Mexico, Male,9.466,2013
Mexico, Female,31.294,2013
Mexico, Male,9.877,2012
Mexico, Female,32.232,2012
Mexico, Male,10.683,2011
Mexico, Female,32.668,2011
Mexico, Male,11.121,2010
Mexico, Female,32.965,2010
Mexico, Male,10.903,2009
Mexico, Female,33.117,2009
Mexico, Male,9.51,2008
Mexico, Female,33.58,2008
Mexico, Male,8.859,2007
Mexico, Female,32.463,2007
Mexico, Male,8.698,2006
Mexico, Female,32.861,2006
Mexico, Male,8.623,2005
Mexico, Female,33.412,2005
Marshall Islands, Male,38.075,2021
Marshall Islands, Female,42.019,2021
Marshall Islands, Male,39.394,2019
Marshall Islands, Female,46.483,2019
North Macedonia, Male,18.689,2023
North Macedonia, Female,19.596,2023
North Macedonia, Male,18.128,2022
North Macedonia, Female,18.742,2022
North Macedonia, Male,18.764,2021
North Macedonia, Female,17.829,2021
North Macedonia, Male,19.736,2020
North Macedonia, Female,19.959,2020
North Macedonia, Male,17.683,2019
North Macedonia, Female,19.72,2019
North Macedonia, Male,23.548,2018
North Macedonia, Female,25.504,2018
North Macedonia, Male,24.142,2017
North Macedonia, Female,26.62,2017
North Macedonia, Male,24.18,2016
North Macedonia, Female,25.471,2016
North Macedonia, Male,24.809,2015
North Macedonia, Female,25.01,2015
North Macedonia, Male,24.129,2014
North Macedonia, Female,26.959,2014
North Macedonia, Male,23.377,2013
North Macedonia, Female,25.309,2013
North Macedonia, Male,25.566,2012
North Macedonia, Female,24.504,2012
North Macedonia, Male,24.961,2011
North Macedonia, Female,25.704,2011
North Macedonia, Male,25.875,2010
North Macedonia, Female,27.001,2010
North Macedonia, Male,25.673,2009
North Macedonia, Female,30.336,2009
North Macedonia, Male,28.73,2008
North Macedonia, Female,33.89,2008
North Macedonia, Male,32.07,2007
North Macedonia, Female,35.319,2007
North Macedonia, Male,32.321,2006
North Macedonia, Female,36.759,2006
Mali, Male,13.711,2022
Mali, Female,39.589,2022
Mali, Male,15.21,2020
Mali, Female,43.316,2020
Mali, Male,17.202,2019
Mali, Female,43.479,2019
Mali, Male,14.971,2018
Mali, Female,36.851,2018
Mali, Male,17.217,2017
Mali, Female,38.179,2017
Mali, Male,21.881,2016
Mali, Female,43.422,2016
Mali, Male,14.896,2015
Mali, Female,33.833,2015
Mali, Male,9.985,2014
Mali, Female,31.727,2014
Mali, Male,9.071,2013
Mali, Female,26.475,2013
Mali, Male,10.7,2010
Mali, Female,15.75,2010
Malta, Male,8.006,2023
Malta, Female,7.738,2023
Malta, Male,6.097,2022
Malta, Female,6.269,2022
Malta, Male,11.506,2021
Malta, Female,11.731,2021
Malta, Male,11.003,2020
Malta, Female,8.032,2020
Malta, Male,8.358,2019
Malta, Female,9.997,2019
Malta, Male,6.901,2018
Malta, Female,7.899,2018
Malta, Male,8.414,2017
Malta, Female,8.77,2017
Malta, Male,6.855,2016
Malta, Female,10.802,2016
Malta, Male,9.298,2015
Malta, Female,11.871,2015
Malta, Male,8.773,2014
Malta, Female,11.866,2014
Malta, Male,9.74,2013
Malta, Female,10.099,2013
Malta, Male,10.209,2012
Malta, Female,11.456,2012
Malta, Male,9.706,2011
Malta, Female,10.668,2011
Malta, Male,8.223,2010
Malta, Female,10.923,2010
Malta, Male,9.389,2009
Malta, Female,10.403,2009
Malta, Male,6.816,2008
Malta, Female,9.798,2008
Malta, Male,11.884,2007
Malta, Female,11.183,2007
Malta, Male,9.759,2006
Malta, Female,10.941,2006
Malta, Male,11.155,2005
Malta, Female,12.689,2005
Malta, Male,10.511,2004
Malta, Female,13.972,2004
Malta, Male,,2003
Malta, Female,,2003
Myanmar, Male,8.884,2020
Myanmar, Female,20.72,2020
Myanmar, Male,7.79,2019
Myanmar, Female,19.32,2019
Myanmar, Male,7.266,2018
Myanmar, Female,17.893,2018
Myanmar, Male,9.67,2017
Myanmar, Female,22.893,2017
Myanmar, Male,11.19,2015
Myanmar, Female,25.221,2015
Montenegro, Male,17.533,2023
Montenegro, Female,17.717,2023
Montenegro, Male,21.735,2022
Montenegro, Female,18.397,2022
Montenegro, Male,24.613,2021
Montenegro, Female,16.425,2021
Montenegro, Male,21.507,2020
Montenegro, Female,20.649,2020
Montenegro, Male,18.804,2019
Montenegro, Female,15.772,2019
Montenegro, Male,18.68,2018
Montenegro, Female,13.736,2018
Montenegro, Male,16.347,2017
Montenegro, Female,17.052,2017
Montenegro, Male,18.745,2016
Montenegro, Female,18.028,2016
Montenegro, Male,19.976,2015
Montenegro, Female,18.276,2015
Montenegro, Male,18.919,2014
Montenegro, Female,16.445,2014
Montenegro, Male,19.331,2013
Montenegro, Female,16.316,2013
Montenegro, Male,17.24,2012
Montenegro, Female,16.619,2012
Montenegro, Male,17.007,2011
Montenegro, Female,15.578,2011
Mongolia, Male,13.358,2023
Mongolia, Female,16.006,2023
Mongolia, Male,13.414,2022
Mongolia, Female,17.356,2022
Mongolia, Male,16.238,2021
Mongolia, Female,18.485,2021
Mongolia, Male,16.763,2020
Mongolia, Female,21.716,2020
Mongolia, Male,17.651,2019
Mongolia, Female,21.592,2019
Mongolia, Male,16.287,2018
Mongolia, Female,21.532,2018
Mongolia, Male,17.733,2017
Mongolia, Female,22.076,2017
Mongolia, Male,18.684,2016
Mongolia, Female,22.345,2016
Mongolia, Male,13.95,2015
Mongolia, Female,19.793,2015
Mongolia, Male,15.783,2014
Mongolia, Female,19.197,2014
Mongolia, Male,15.208,2013
Mongolia, Female,21.485,2013
Mongolia, Male,15.849,2012
Mongolia, Female,19.38,2012
Mongolia, Male,15.03,2011
Mongolia, Female,18.034,2011
Mongolia, Male,16.028,2010
Mongolia, Female,19.25,2010
Mongolia, Male,16.71,2009
Mongolia, Female,20.68,2009
Mongolia, Male,17.761,2008
Mongolia, Female,17.917,2008
Mongolia, Male,16.723,2006
Mongolia, Female,20.247,2006
Mongolia, Male,19.502,2003
Mongolia, Female,20.19,2003
Mozambique, Male,15.848,2022
Mozambique, Female,22.182,2022
Mauritania, Male,32.026,2019
Mauritania, Female,54.847,2019
Mauritania, Male,22.694,2017
Mauritania, Female,45.205,2017
Mauritania, Male,23.506,2012
Mauritania, Female,52.62,2012
Mauritius, Male,14.634,2023
Mauritius, Female,20.152,2023
Mauritius, Male,18.702,2022
Mauritius, Female,22.81,2022
Mauritius, Male,29.923,2021
Mauritius, Female,32.513,2021
Mauritius, Male,14.948,2019
Mauritius, Female,21.249,2019
Mauritius, Male,17.053,2018
Mauritius, Female,23.917,2018
Mauritius, Male,14.839,2017
Mauritius, Female,25.096,2017
Mauritius, Male,15.091,2016
Mauritius, Female,25.61,2016
Mauritius, Male,15.685,2015
Mauritius, Female,24.541,2015
Mauritius, Male,15.425,2014
Mauritius, Female,26.363,2014
Mauritius, Male,15.042,2013
Mauritius, Female,27.39,2013
Mauritius, Male,16.187,2012
Mauritius, Female,27.096,2012
Mauritius, Male,15.444,2011
Mauritius, Female,27.737,2011
Mauritius, Male,15.192,2010
Mauritius, Female,27.932,2010
Mauritius, Male,14.699,2009
Mauritius, Female,29.07,2009
Mauritius, Male,13.118,2008
Mauritius, Female,29.695,2008
Mauritius, Male,13.673,2007
Mauritius, Female,27.716,2007
Mauritius, Male,13.187,2006
Mauritius, Female,31.529,2006
Mauritius, Male,16.555,2005
Mauritius, Female,40.921,2005
Mauritius, Male,16.924,2004
Mauritius, Female,39.495,2004
Mauritius, Male,14.097,2003
Mauritius, Female,41.078,2003
Mauritius, Male,19.456,2002
Mauritius, Female,41.299,2002
Mauritius, Male,21.68,2001
Mauritius, Female,46.345,2001
Malawi, Male,13.665,2020
Malawi, Female,24.887,2020
Malawi, Male,16.809,2017
Malawi, Female,29.5,2017
Malawi, Male,13.826,2013
Malawi, Female,24.287,2013
Malawi, Male,13.039,2011
Malawi, Female,22.573,2011
Malawi, Male,13.908,2005
Malawi, Female,20.345,2005
Malaysia, Male,9.91,2022
Malaysia, Female,10.57,2022
Malaysia, Male,7.09,2021
Malaysia, Female,11.61,2021
Malaysia, Male,12.6,2020
Malaysia, Female,14.75,2020
Malaysia, Male,8.1,2019
Malaysia, Female,15.04,2019
Malaysia, Male,9.14,2018
Malaysia, Female,16.08,2018
Malaysia, Male,8.8,2017
Malaysia, Female,15.09,2017
Malaysia, Male,8.42,2016
Malaysia, Female,15.25,2016
Malaysia, Male,8.62,2014
Malaysia, Female,17.27,2014
Malaysia, Male,9.14,2013
Malaysia, Female,18.52,2013
Malaysia, Male,9.56,2012
Malaysia, Female,18.65,2012
Malaysia, Male,9.68,2011
Malaysia, Female,19.36,2011
Malaysia, Male,14.319,2000
Malaysia, Female,23.422,2000
Namibia, Male,29.372,2018
Namibia, Female,34.341,2018
Namibia, Male,28.032,2016
Namibia, Female,38.747,2016
Namibia, Male,27.811,2014
Namibia, Female,33.05,2014
Namibia, Male,27.213,2013
Namibia, Female,36.499,2013
Namibia, Male,26.987,2012
Namibia, Female,35.155,2012
Namibia, Male,30.185,2010
Namibia, Female,37.718,2010
New Caledonia, Male,22.878,2022
New Caledonia, Female,24.385,2022
New Caledonia, Male,33.494,2020
New Caledonia, Female,32.531,2020
New Caledonia, Male,26.982,2019
New Caledonia, Female,28.875,2019
New Caledonia, Male,32.49,2018
New Caledonia, Female,32.373,2018
New Caledonia, Male,36.623,2017
New Caledonia, Female,41.969,2017
New Caledonia, Male,11.48,2014
