Country,Time, Female, Male
Bulgaria,2007,20.621,17.726
Bulgaria,2008,18.715,14.964
Bulgaria,2009,22.309,17.433
Bulgaria,2010,21.757,20.565
Bulgaria,2011,22.381,22.417
Bulgaria,2012,21.463,21.715
Bulgaria,2013,20.623,21.267
Bulgaria,2014,20.89,19.534
Bulgaria,2015,19.186,17.799
Bulgaria,2016,19.642,16.831
Bulgaria,2017,18.071,13.745
Bulgaria,2018,15.796,11.995
Bulgaria,2019,13.803,13.301
Bulgaria,2020,15.273,14.166
Bulgaria,2021,13.942,13.212
Bulgaria,2022,13.883,11.286
Bulgaria,2023,10.829,11.458
Burkina Faso,2018,49.099,30.454
Burkina Faso,2019,17.754,8.401
Burkina Faso,2022,24.505,11.201
Burkina Faso,2023,39.517,27.038
Burundi,2006,11.866,10.614
Burundi,2014,4.978,5.176
Burundi,2017,5.98,6.44
Burundi,2020,10.942,11.458
CARICOM,2005,29.524,17.226
CARICOM,2006,29.749,17.484
CARICOM,2007,29.994,17.659
CARICOM,2008,29.767,17.332
CARICOM,2009,29.855,17.927
CARICOM,2010,30.065,18.136
CARICOM,2011,29.944,17.732
CARICOM,2012,29.946,17.708
CARICOM,2013,30.088,17.715
CARICOM,2014,29.844,17.51
CARICOM,2015,29.379,17.236
CARICOM,2016,29.066,17.236
CARICOM,2017,28.755,16.726
CARICOM,2018,28.268,16.488
CARICOM,2019,27.715,16.324
CARICOM,2020,30.418,18.87
CARICOM,2021,28.65,17.408
CARICOM,2022,27.456,16.736
CARICOM,2023,27.449,16.686
CARICOM,2024,27.59,16.813
CARICOM,2025,27.504,16.68
CARICOM,2026,27.408,16.525
Cabo Verde,2009,34.873,35.131
Cabo Verde,2017,33.0,29.9
Cabo Verde,2018,32.83,27.68
Cabo Verde,2019,29.0,27.1
Cambodia,2000,13.473,7.045
Cambodia,2001,8.269,3.926
Cambodia,2003,13.729,6.997
Cambodia,2007,11.546,4.44
Cambodia,2008,12.703,4.358
Cambodia,2009,10.7,3.67
Cambodia,2010,8.149,2.588
Cambodia,2011,7.549,2.711
Cambodia,2012,15.194,10.263
Cambodia,2013,10.262,2.51
Cambodia,2014,9.735,3.096
Cambodia,2015,10.763,2.567
Cambodia,2016,10.026,2.984
Cambodia,2017,9.762,3.328
Cambodia,2019,12.592,10.043
Cambodia,2020,7.252,4.101
Cambodia,2021,8.114,4.27
Cameroon,2007,16.868,6.017
Cameroon,2010,16.05,4.68
Cameroon,2014,23.065,10.537
Cameroon,2021,30.418,14.703
Canada,2000,14.683,13.151
Canada,2001,13.766,12.922
Canada,2002,13.485,12.972
Canada,2003,12.921,13.444
Canada,2004,13.038,13.132
Canada,2005,12.772,12.788
Canada,2006,12.002,12.403
Canada,2007,12.301,11.596
Canada,2008,12.289,12.546
Canada,2009,12.842,14.981
Canada,2010,12.964,14.409
Canada,2011,12.928,13.447
Canada,2012,12.675,13.803
Canada,2013,12.554,13.254
Canada,2014,12.766,14.287
Canada,2015,12.646,13.858
Canada,2016,12.089,13.636
Canada,2017,11.547,12.564
Canada,2018,11.613,12.77
Canada,2019,11.219,12.813
Canada,2020,16.681,18.973
Canada,2021,11.364,14.178
Canada,2022,10.286,12.838
Canada,2023,10.842,12.578
Canada,2024,11.845,14.059
Caribbean,2005,27.407,15.623
Caribbean,2006,27.1,15.222
Caribbean,2007,26.805,15.393
Caribbean,2008,26.421,15.024
Caribbean,2009,26.652,15.905
Caribbean,2010,26.908,16.358
Caribbean,2011,27.296,16.573
Caribbean,2012,27.482,16.767
Caribbean,2013,28.067,16.802
Caribbean,2014,27.404,16.134
Caribbean,2015,26.843,15.819
Caribbean,2016,26.781,15.671
Caribbean,2017,26.095,15.005
Caribbean,2018,25.902,14.702
Caribbean,2019,25.342,14.652
Caribbean,2020,31.033,19.986
Caribbean,2021,26.794,16.184
Caribbean,2022,25.415,15.648
Caribbean,2023,25.105,15.39
Caribbean,2024,25.172,15.454
Caribbean,2025,25.116,15.377
Caribbean,2026,25.049,15.277
Central Africa,2005,26.867,15.771
Central Africa,2006,27.043,15.927
Central Africa,2007,27.207,16.083
Central Africa,2008,27.594,16.355
Central Africa,2009,28.062,16.656
Central Africa,2010,28.716,17.173
Central Africa,2011,29.281,17.608
Central Africa,2012,29.6,18.036
Central Africa,2013,29.875,18.333
Central Africa,2014,30.104,18.58
Central Africa,2015,29.926,18.56
Central Africa,2016,30.652,19.967
Central Africa,2017,31.352,21.271
Central Africa,2018,31.977,22.499
Central Africa,2019,32.57,23.663
Central Africa,2020,33.876,24.91
Central Africa,2021,33.238,25.46
Central Africa,2022,32.979,25.072
Central Africa,2023,33.014,25.018
Central Africa,2024,32.965,24.909
Central Africa,2025,32.88,24.805
Central Africa,2026,32.792,24.708
Central America,2005,35.452,8.896
Central America,2006,35.189,8.954
Central America,2007,34.831,9.152
Central America,2008,35.688,9.709
Central America,2009,35.367,11.001
Central America,2010,35.239,11.239
Central America,2011,34.798,10.736
Central America,2012,34.14,9.803
Central America,2013,33.96,9.87
Central America,2014,34.135,9.903
Central America,2015,33.879,9.205
Central America,2016,33.649,9.395
Central America,2017,33.045,8.83
Central America,2018,32.238,9.112
Central America,2019,31.632,9.704
Central America,2020,32.868,12.688
Central America,2021,30.275,11.252
Central America,2022,29.958,10.568
Central America,2023,28.19,9.46
Central America,2024,28.242,9.437
Central America,2025,28.296,9.416
Central America,2026,28.349,9.395
Central Asia,2005,29.015,17.134
Central Asia,2006,28.692,16.655
Central Asia,2007,27.661,15.924
Central Asia,2008,27.584,16.028
Central Asia,2009,28.006,16.907
Central Asia,2010,27.305,16.556
Central Asia,2011,26.679,16.398
Central Asia,2012,26.694,16.409
Central Asia,2013,26.806,16.503
Central Asia,2014,26.761,16.44
Central Asia,2015,26.151,16.018
Central Asia,2016,25.742,15.541
Central Asia,2017,25.411,14.893
Central Asia,2018,24.613,14.0
Central Asia,2019,23.786,13.223
Central Asia,2020,24.203,13.325
Central Asia,2021,22.933,12.671
Central Asia,2022,22.06,11.716
Central Asia,2023,21.501,11.522
Central Asia,2024,21.349,11.492
Central Asia,2025,21.257,11.482
Central Asia,2026,21.197,11.493
Central and Western Asia,2005,40.237,21.181
Central and Western Asia,2006,38.213,19.224
Central and Western Asia,2007,37.676,19.23
Central and Western Asia,2008,36.314,18.681
Central and Western Asia,2009,34.979,18.968
Central and Western Asia,2010,33.531,17.744
Central and Western Asia,2011,32.083,16.563
Central and Western Asia,2012,31.318,16.638
Central and Western Asia,2013,29.691,15.546
Central and Western Asia,2014,29.244,15.22
Central and Western Asia,2015,28.441,14.71
Central and Western Asia,2016,28.117,14.634
Central and Western Asia,2017,28.122,14.345
Central and Western Asia,2018,27.483,14.471
Central and Western Asia,2019,27.304,15.441
Central and Western Asia,2020,28.375,16.966
Central and Western Asia,2021,26.22,14.938
Central and Western Asia,2022,25.698,13.859
Central and Western Asia,2023,24.146,13.354
Central and Western Asia,2024,24.048,13.286
Central and Western Asia,2025,23.952,13.211
Central and Western Asia,2026,23.872,13.149
Central and Western Asia: High income,2005,18.451,15.226
Central and Western Asia: High income,2006,18.848,15.14
Central and Western Asia: High income,2007,17.596,14.145
Central and Western Asia: High income,2008,16.766,13.192
Central and Western Asia: High income,2009,16.872,14.269
Central and Western Asia: High income,2010,16.879,14.211
Central and Western Asia: High income,2011,16.57,14.17
Central and Western Asia: High income,2012,16.742,14.258
Central and Western Asia: High income,2013,16.178,13.868
Central and Western Asia: High income,2014,16.44,13.236
Central and Western Asia: High income,2015,15.898,13.042
Central and Western Asia: High income,2016,15.272,12.7
Central and Western Asia: High income,2017,15.155,12.616
Central and Western Asia: High income,2018,13.973,12.846
Central and Western Asia: High income,2019,14.655,13.806
Central and Western Asia: High income,2020,16.026,15.771
Central and Western Asia: High income,2021,16.857,16.111
Central and Western Asia: High income,2022,16.167,14.638
Central and Western Asia: High income,2023,15.613,14.083
Central and Western Asia: High income,2024,15.586,14.064
Central and Western Asia: High income,2025,15.559,14.045
Central and Western Asia: High income,2026,15.531,14.025
Central and Western Asia: Lower-middle income,2005,34.469,18.853
Central and Western Asia: Lower-middle income,2006,34.056,18.369
Central and Western Asia: Lower-middle income,2007,33.323,17.862
Central and Western Asia: Lower-middle income,2008,33.585,18.384
Central and Western Asia: Lower-middle income,2009,34.168,19.636
Central and Western Asia: Lower-middle income,2010,33.697,19.319
Central and Western Asia: Lower-middle income,2011,32.839,19.13
Central and Western Asia: Lower-middle income,2012,32.586,19.073
Central and Western Asia: Lower-middle income,2013,32.714,19.101
Central and Western Asia: Lower-middle income,2014,32.293,18.812
Central and Western Asia: Lower-middle income,2015,31.517,18.323
Central and Western Asia: Lower-middle income,2016,30.573,17.505
Central and Western Asia: Lower-middle income,2017,30.351,16.892
Central and Western Asia: Lower-middle income,2018,29.539,15.817
Central and Western Asia: Lower-middle income,2019,28.852,14.989
Central and Western Asia: Lower-middle income,2020,29.389,15.108
Central and Western Asia: Lower-middle income,2021,28.136,14.537
Central and Western Asia: Lower-middle income,2022,27.193,13.471
Central and Western Asia: Lower-middle income,2023,26.485,13.217
Central and Western Asia: Lower-middle income,2024,26.411,13.223
Central and Western Asia: Lower-middle income,2025,26.396,13.252
Central and Western Asia: Lower-middle income,2026,26.412,13.288
Central and Western Asia: Upper-middle income,2005,44.004,22.53
Central and Western Asia: Upper-middle income,2006,41.223,19.857
Central and Western Asia: Upper-middle income,2007,40.886,20.169
Central and Western Asia: Upper-middle income,2008,38.814,19.184
Central and Western Asia: Upper-middle income,2009,36.534,18.982
Central and Western Asia: Upper-middle income,2010,34.551,17.261
Central and Western Asia: Upper-middle income,2011,32.766,15.544
Central and Western Asia: Upper-middle income,2012,31.714,15.685
Central and Western Asia: Upper-middle income,2013,29.225,14.043
Central and Western Asia: Upper-middle income,2014,28.743,13.745
Central and Western Asia: Upper-middle income,2015,27.942,13.238
Central and Western Asia: Upper-middle income,2016,27.944,13.53
Central and Western Asia: Upper-middle income,2017,28.085,13.383
Central and Western Asia: Upper-middle income,2018,27.592,14.023
Central and Western Asia: Upper-middle income,2019,27.594,15.752
Central and Western Asia: Upper-middle income,2020,28.894,17.827
Central and Western Asia: Upper-middle income,2021,26.146,15.01
Central and Western Asia: Upper-middle income,2022,25.83,13.956
Central and Western Asia: Upper-middle income,2023,23.844,13.352
Central and Western Asia: Upper-middle income,2024,23.727,13.247
Central and Western Asia: Upper-middle income,2025,23.585,13.122
Central and Western Asia: Upper-middle income,2026,23.45,13.009
Chad,2018,46.376,24.814
Chile,2000,30.624,17.553
Chile,2003,27.306,14.018
Chile,2006,25.433,14.431
Chile,2009,27.721,18.683
Chile,2010,24.512,14.714
Chile,2011,24.496,14.023
Chile,2012,22.722,13.518
Chile,2013,22.924,14.044
Chile,2014,23.709,14.361
Chile,2015,23.455,15.075
Chile,2016,21.088,14.029
Chile,2017,21.693,14.928
Chile,2020,20.58,17.907
Chile,2021,17.246,13.485
Chile,2022,16.042,12.849
Chile,2023,16.7,13.986
Chile,2024,14.95,12.607
China,2000,14.492,10.948
Colombia,2002,39.848,19.693
Colombia,2003,37.83,18.153
Colombia,2004,38.772,18.515
Colombia,2005,38.401,16.906
Colombia,2007,36.357,16.888
Colombia,2008,35.199,15.764
Colombia,2009,34.513,15.42
Colombia,2010,32.051,14.9
Colombia,2011,31.707,14.448
Colombia,2012,31.116,14.074
Colombia,2013,30.36,13.951
Colombia,2014,29.202,13.76
Colombia,2015,29.693,12.778
Colombia,2016,28.779,13.66
Colombia,2017,29.999,13.869
Colombia,2018,31.024,14.827
Colombia,2019,31.898,16.106
Colombia,2021,35.7,18.743
Colombia,2022,31.714,17.306
Colombia,2023,30.017,16.648
Colombia,2024,29.852,16.621
Comoros,2004,41.035,32.926
Comoros,2014,33.134,21.353
Comoros,2021,22.834,19.606
Congo,2005,33.078,26.443
Congo,2009,22.835,21.576
"Congo, Democratic Republic of the",2005,23.084,13.502
"Congo, Democratic Republic of the",2012,25.788,16.431
"Congo, Democratic Republic of the",2020,33.88,28.66
Cook Islands,2016,28.671,15.216
Cook Islands,2019,16.914,8.329
Costa Rica,2001,32.578,12.047
Costa Rica,2002,30.537,11.535
Costa Rica,2003,31.075,12.448
Costa Rica,2004,30.23,10.589
Costa Rica,2005,28.243,9.346
Costa Rica,2006,26.946,10.13
Costa Rica,2007,26.313,8.633
Costa Rica,2008,25.556,9.594
Costa Rica,2009,27.061,12.751
Costa Rica,2010,24.437,13.677
Costa Rica,2011,27.265,15.587
Costa Rica,2012,22.838,12.752
Costa Rica,2013,23.826,12.844
Costa Rica,2014,23.443,13.869
Costa Rica,2015,24.749,13.294
Costa Rica,2016,25.887,15.898
Costa Rica,2017,24.886,15.486
Costa Rica,2018,23.526,14.387
Costa Rica,2019,21.241,14.41
Costa Rica,2020,24.001,16.403
Costa Rica,2021,22.626,16.023
Costa Rica,2022,21.492,13.596
Costa Rica,2023,23.746,18.58
Costa Rica,2024,21.494,15.61
Croatia,2002,21.514,19.248
Croatia,2003,17.506,18.877
Croatia,2004,17.855,15.697
Croatia,2005,16.032,17.361
Croatia,2006,14.482,13.901
Croatia,2007,13.343,12.401
Croatia,2008,12.013,11.249
Croatia,2009,13.491,13.512
Croatia,2010,14.126,17.141
Croatia,2011,14.607,17.759
Croatia,2012,15.174,18.066
Croatia,2013,18.48,20.604
Croatia,2014,16.24,21.422
Croatia,2015,15.401,20.433
Croatia,2016,14.456,18.817
Croatia,2017,15.046,15.469
Croatia,2018,13.792,12.881
Croatia,2019,11.95,11.981
Croatia,2020,11.929,12.176
Croatia,2021,13.284,11.817
Croatia,2022,11.227,11.61
Croatia,2023,9.663,10.07
Curaçao,2018,5.62,4.52
Curaçao,2020,16.08,18.81
Cyprus,2000,13.684,5.666
Cyprus,2001,10.588,4.585
Cyprus,2002,10.44,6.038
Cyprus,2003,11.286,6.274
Cyprus,2004,25.121,18.049
Cyprus,2005,21.524,17.276
Cyprus,2006,11.247,10.16
Cyprus,2007,9.577,8.327
Cyprus,2008,10.922,8.189
Cyprus,2009,11.076,8.592
Cyprus,2010,12.834,10.392
Cyprus,2011,14.202,15.143
Cyprus,2012,14.388,17.786
Cyprus,2013,16.991,20.586
Cyprus,2014,15.257,18.987
Cyprus,2015,14.732,15.931
Cyprus,2016,16.924,15.018
Cyprus,2017,16.042,16.15
Cyprus,2018,11.694,14.814
Cyprus,2019,13.155,14.222
Cyprus,2020,13.53,15.298
Cyprus,2021,13.707,13.846
Cyprus,2022,16.143,13.172
Cyprus,2023,14.631,12.68
Czechia,2001,68.6,59.628
Czechia,2002,18.011,11.402
Czechia,2003,16.827,11.22
Czechia,2004,15.805,11.929
Czechia,2005,15.611,11.304
Czechia,2006,11.462,7.601
Czechia,2007,9.309,5.008
Czechia,2008,8.863,4.888
Czechia,2009,9.973,7.317
Czechia,2010,10.506,7.661
Czechia,2011,9.924,7.573
Czechia,2012,10.073,8.425
Czechia,2013,11.069,7.909
Czechia,2014,10.24,6.674
Czechia,2015,9.761,5.769
Czechia,2016,8.707,5.667
Czechia,2017,8.427,4.48
Czechia,2018,7.962,3.627
Czechia,2019,8.373,3.41
Czechia,2020,9.171,4.333
Czechia,2021,8.424,4.896
Czechia,2022,9.385,5.877
Czechia,2023,9.572,4.419
Côte d'Ivoire,2012,28.199,16.668
Côte d'Ivoire,2013,24.452,10.099
Côte d'Ivoire,2016,36.049,13.636
Côte d'Ivoire,2017,44.161,25.359
Côte d'Ivoire,2019,31.457,11.878
Côte d'Ivoire,2022,24.568,12.86
Denmark,2000,5.93,3.919
Denmark,2001,6.279,4.241
Denmark,2002,5.14,4.579
Denmark,2003,6.646,5.915
Denmark,2004,6.879,4.952
Denmark,2005,5.157,3.595
Denmark,2006,3.841,3.449
Denmark,2007,3.844,4.787
Denmark,2008,5.124,5.3
Denmark,2009,5.906,7.032
Denmark,2010,6.206,7.483
Denmark,2011,7.178,7.194
Denmark,2012,7.332,7.36
Denmark,2013,6.362,6.893
Denmark,2014,5.967,6.804
Denmark,2015,6.929,7.13
Denmark,2016,5.908,7.497
Denmark,2017,7.635,7.532
Denmark,2018,7.601,7.761
Denmark,2019,7.445,7.987
Denmark,2020,7.203,7.714
Denmark,2021,7.149,7.075
Denmark,2022,6.981,6.559
Denmark,2023,7.026,7.28
Djibouti,2017,27.979,17.582
Dominican Republic,2000,28.516,10.995
Dominican Republic,2001,29.579,12.479
Dominican Republic,2002,28.805,12.704
Dominican Republic,2003,29.624,13.11
Dominican Republic,2004,29.536,12.447
Dominican Republic,2005,27.264,14.295
Dominican Republic,2006,26.273,12.881
Dominican Republic,2007,25.932,12.844
Dominican Republic,2008,25.953,12.705
Dominican Republic,2009,28.018,15.575
Dominican Republic,2010,27.711,14.525
Dominican Republic,2011,25.433,14.993
Dominican Republic,2012,25.428,15.506
Dominican Republic,2013,27.46,15.012
Dominican Republic,2014,26.666,12.901
Dominican Republic,2015,31.074,19.537
Dominican Republic,2016,31.617,19.203
Dominican Republic,2017,30.537,18.27
Dominican Republic,2018,30.955,18.104
Dominican Republic,2019,30.486,18.775
Dominican Republic,2020,44.147,31.085
Dominican Republic,2021,33.569,21.117
Dominican Republic,2022,31.697,21.452
Dominican Republic,2023,30.831,20.671
Eastern Africa,2005,22.924,13.549
Eastern Africa,2006,22.633,13.3
Eastern Africa,2007,22.448,13.116
Eastern Africa,2008,22.331,12.994
Eastern Africa,2009,22.33,13.062
Eastern Africa,2010,22.477,13.093
Eastern Africa,2011,22.197,12.772
Eastern Africa,2012,22.059,12.567
Eastern Africa,2013,21.877,12.437
Eastern Africa,2014,22.481,12.904
Eastern Africa,2015,22.932,13.117
Eastern Africa,2016,23.47,13.427
Eastern Africa,2017,24.244,13.939
Eastern Africa,2018,24.598,14.173
Eastern Africa,2019,25.258,14.596
Eastern Africa,2020,26.484,15.101
Eastern Africa,2021,25.774,14.667
Eastern Africa,2022,25.508,14.584
Eastern Africa,2023,25.502,14.505
Eastern Africa,2024,25.498,14.534
Eastern Africa,2025,25.478,14.542
Eastern Africa,2026,25.458,14.552
Eastern Asia,2005,19.268,13.103
Eastern Asia,2006,19.366,13.066
Eastern Asia,2007,18.98,12.732
Eastern Asia,2008,18.868,12.749
Eastern Asia,2009,18.804,12.711
Eastern Asia,2010,18.131,12.3
Eastern Asia,2011,17.575,12.005
Eastern Asia,2012,16.96,11.64
Eastern Asia,2013,16.115,11.148
Eastern Asia,2014,15.067,10.616
Eastern Asia,2015,14.455,10.245
Eastern Asia,2016,13.943,9.855
Eastern Asia,2017,13.377,9.467
Eastern Asia,2018,12.371,8.726
Eastern Asia,2019,12.119,8.892
Eastern Asia,2020,13.215,10.431
Eastern Asia,2021,11.876,9.321
Eastern Asia,2022,11.884,9.572
Eastern Asia,2023,12.131,9.92
Eastern Asia,2024,12.108,9.948
Eastern Asia,2025,12.149,10.059
Eastern Asia,2026,12.196,10.151
Eastern Asia: High income,2005,8.647,7.753
Eastern Asia: High income,2006,8.43,7.361
Eastern Asia: High income,2007,8.047,6.796
Eastern Asia: High income,2008,8.151,6.718
Eastern Asia: High income,2009,8.907,7.295
Eastern Asia: High income,2010,8.601,7.312
Eastern Asia: High income,2011,8.404,7.377
Eastern Asia: High income,2012,8.402,7.287
Eastern Asia: High income,2013,8.102,7.228
Eastern Asia: High income,2014,7.764,6.927
Eastern Asia: High income,2015,8.022,7.235
Eastern Asia: High income,2016,7.897,7.038
Eastern Asia: High income,2017,7.544,6.875
Eastern Asia: High income,2018,7.199,6.707
Eastern Asia: High income,2019,7.013,6.834
Eastern Asia: High income,2020,7.464,7.37
Eastern Asia: High income,2021,6.769,6.829
Eastern Asia: High income,2022,6.201,6.27
Eastern Asia: High income,2023,5.999,6.052
Eastern Asia: High income,2024,5.925,5.965
Eastern Asia: High income,2025,5.854,5.877
Eastern Asia: High income,2026,5.783,5.795
Eastern Europe,2005,19.565,13.893
Eastern Europe,2006,19.122,13.444
Eastern Europe,2007,17.815,12.293
Eastern Europe,2008,17.256,11.244
Eastern Europe,2009,17.748,12.611
Eastern Europe,2010,17.994,12.381
Eastern Europe,2011,16.365,12.448
Eastern Europe,2012,15.943,12.061
Eastern Europe,2013,16.002,11.926
Eastern Europe,2014,16.08,11.965
Eastern Europe,2015,15.203,11.449
Eastern Europe,2016,15.376,11.516
Eastern Europe,2017,14.999,10.823
Eastern Europe,2018,14.896,10.452
Eastern Europe,2019,14.436,10.238
Eastern Europe,2020,15.506,11.36
Eastern Europe,2021,15.69,11.447
Eastern Europe,2022,15.465,11.169
Eastern Europe,2023,14.876,10.984
Eastern Europe,2024,14.922,10.985
Eastern Europe,2025,15.014,11.001
Eastern Europe,2026,15.056,11.0
Eastern Europe: High income,2005,16.301,14.8
Eastern Europe: High income,2006,15.783,14.03
Eastern Europe: High income,2007,14.349,11.954
Eastern Europe: High income,2008,14.032,10.948
Eastern Europe: High income,2009,14.603,12.827
Eastern Europe: High income,2010,14.251,12.322
Eastern Europe: High income,2011,14.505,13.126
Eastern Europe: High income,2012,14.792,13.252
Eastern Europe: High income,2013,15.281,13.549
Eastern Europe: High income,2014,14.721,13.086
Eastern Europe: High income,2015,13.955,11.913
Eastern Europe: High income,2016,14.016,10.867
Eastern Europe: High income,2017,13.408,9.376
Eastern Europe: High income,2018,12.941,8.528
Eastern Europe: High income,2019,12.6,8.676
Eastern Europe: High income,2020,12.945,9.311
Eastern Europe: High income,2021,14.632,11.072
Eastern Europe: High income,2022,13.29,10.284
Eastern Europe: High income,2023,12.245,10.054
Eastern Europe: High income,2024,12.233,10.04
Eastern Europe: High income,2025,12.227,10.027
Eastern Europe: High income,2026,12.202,10.009
Eastern Europe: Upper-middle income,2005,19.429,12.241
Eastern Europe: Upper-middle income,2006,19.126,12.069
Eastern Europe: Upper-middle income,2007,17.794,11.258
Eastern Europe: Upper-middle income,2008,17.131,10.075
Eastern Europe: Upper-middle income,2009,17.694,11.124
Eastern Europe: Upper-middle income,2010,18.217,11.239
Eastern Europe: Upper-middle income,2011,15.368,11.217
Eastern Europe: Upper-middle income,2012,14.525,10.559
Eastern Europe: Upper-middle income,2013,14.471,10.132
Eastern Europe: Upper-middle income,2014,14.601,10.173
Eastern Europe: Upper-middle income,2015,14.405,10.221
Eastern Europe: Upper-middle income,2016,14.481,10.802
Eastern Europe: Upper-middle income,2017,14.614,10.896
Eastern Europe: Upper-middle income,2018,14.641,11.031
Eastern Europe: Upper-middle income,2019,14.335,10.768
Eastern Europe: Upper-middle income,2020,15.578,11.858
Eastern Europe: Upper-middle income,2021,14.931,11.077
Eastern Europe: Upper-middle income,2022,15.013,11.012
Eastern Europe: Upper-middle income,2023,14.613,10.829
Eastern Europe: Upper-middle income,2024,14.617,10.809
Eastern Europe: Upper-middle income,2025,14.625,10.789
Eastern Europe: Upper-middle income,2026,14.635,10.77
Ecuador,2000,31.521,10.405
Ecuador,2001,27.322,8.801
Ecuador,2003,30.689,11.876
Ecuador,2004,27.675,9.486
Ecuador,2005,27.614,7.907
Ecuador,2006,27.039,7.574
Ecuador,2007,25.506,7.668
Ecuador,2008,24.918,7.853
Ecuador,2009,24.725,8.602
Ecuador,2010,23.615,8.196
Ecuador,2011,24.9,8.317
Ecuador,2012,24.46,9.128
Ecuador,2013,26.01,9.375
Ecuador,2014,30.005,10.808
Ecuador,2015,29.264,10.5
Ecuador,2016,26.682,10.236
Ecuador,2017,25.982,9.267
Ecuador,2018,26.054,9.826
Ecuador,2019,25.815,9.965
Ecuador,2021,27.162,10.592
Ecuador,2022,26.279,10.547
Ecuador,2023,26.331,11.288
Ecuador,2024,27.98,11.091
Egypt,2008,46.934,15.679
Egypt,2009,47.008,16.197
Egypt,2010,52.008,15.795
Egypt,2011,48.471,17.954
Egypt,2012,45.675,19.614
Egypt,2013,41.113,17.921
Egypt,2014,38.007,17.026
Egypt,2015,35.809,19.762
Egypt,2016,35.69,19.879
Egypt,2017,34.996,19.583
Egypt,2018,36.602,18.599
Egypt,2019,40.345,16.438
Egypt,2020,43.93,17.178
Egypt,2021,42.158,16.749
Egypt,2022,40.117,15.833
Egypt,2023,36.166,14.616
El Salvador,2009,41.73,15.45
El Salvador,2010,40.088,13.594
El Salvador,2011,38.983,12.882
El Salvador,2012,39.624,12.28
El Salvador,2013,37.871,12.758
El Salvador,2014,40.239,16.129
El Salvador,2015,41.243,15.549
El Salvador,2016,40.258,15.394
El Salvador,2017,40.954,14.914
El Salvador,2018,39.139,14.522
El Salvador,2019,39.816,14.902
El Salvador,2020,35.615,14.542
El Salvador,2021,37.368,14.056
El Salvador,2022,33.948,12.374
El Salvador,2023,30.757,11.49
Estonia,2000,17.309,17.631
Estonia,2001,21.816,16.265
Estonia,2002,14.247,6.913
Estonia,2003,13.757,10.518
Estonia,2004,16.771,13.556
Estonia,2005,14.136,7.859
Estonia,2006,11.361,6.563
Estonia,2007,10.056,8.755
Estonia,2008,9.709,8.495
Estonia,2009,14.495,14.439
Estonia,2010,13.452,14.578
Estonia,2011,11.365,11.762
Estonia,2012,13.197,11.222
Estonia,2013,11.817,10.835
Estonia,2014,11.635,11.861
Estonia,2015,13.17,9.818
Estonia,2016,11.804,7.35
Estonia,2017,10.773,9.284
Estonia,2018,9.611,11.08
Estonia,2019,7.762,7.958
Estonia,2020,9.796,8.611
Estonia,2021,9.722,12.12
Estonia,2022,7.842,13.607
Estonia,2023,7.216,12.005
Eswatini,2016,41.195,29.917
Eswatini,2021,38.883,29.88
Ethiopia,2013,15.127,5.663
Ethiopia,2021,24.875,9.869
Europe and Central Asia,2005,22.081,14.789
Europe and Central Asia,2006,21.285,13.917
Europe and Central Asia,2007,20.419,13.414
Europe and Central Asia,2008,19.916,12.983
Europe and Central Asia,2009,20.281,14.431
Europe and Central Asia,2010,20.015,14.102
Europe and Central Asia,2011,19.163,13.923
Europe and Central Asia,2012,18.877,13.916
Europe and Central Asia,2013,18.529,13.72
Europe and Central Asia,2014,18.283,13.425
Europe and Central Asia,2015,17.622,12.95
Europe and Central Asia,2016,17.419,12.73
Europe and Central Asia,2017,17.021,12.317
Europe and Central Asia,2018,16.726,12.004
Europe and Central Asia,2019,16.286,12.055
Europe and Central Asia,2020,17.106,13.286
Europe and Central Asia,2021,16.146,12.468
Europe and Central Asia,2022,15.59,11.598
Europe and Central Asia,2023,14.848,11.345
Europe and Central Asia,2024,14.825,11.325
Europe and Central Asia,2025,14.818,11.31
Europe and Central Asia,2026,14.812,11.296
Europe and Central Asia: High income,2005,14.029,11.997
Europe and Central Asia: High income,2006,13.517,11.312
Europe and Central Asia: High income,2007,12.672,10.753
Europe and Central Asia: High income,2008,12.548,10.746
Europe and Central Asia: High income,2009,13.572,12.86
Europe and Central Asia: High income,2010,13.475,12.777
Europe and Central Asia: High income,2011,13.541,13.038
Europe and Central Asia: High income,2012,13.583,13.232
Europe and Central Asia: High income,2013,13.646,13.487
Europe and Central Asia: High income,2014,13.136,12.886
Europe and Central Asia: High income,2015,12.547,12.311
Europe and Central Asia: High income,2016,12.238,11.776
Europe and Central Asia: High income,2017,11.576,11.309
Europe and Central Asia: High income,2018,11.337,10.762
Europe and Central Asia: High income,2019,10.902,10.581
Europe and Central Asia: High income,2020,11.477,11.691
Europe and Central Asia: High income,2021,11.001,11.457
Europe and Central Asia: High income,2022,10.219,10.435
Europe and Central Asia: High income,2023,9.796,10.273
Europe and Central Asia: High income,2024,9.802,10.275
Europe and Central Asia: High income,2025,9.809,10.284
Europe and Central Asia: High income,2026,9.817,10.29
Europe and Central Asia: Lower-middle income,2005,30.319,18.551
Europe and Central Asia: Lower-middle income,2006,29.765,17.879
Europe and Central Asia: Lower-middle income,2007,28.991,17.239
Europe and Central Asia: Lower-middle income,2008,28.988,17.255
Europe and Central Asia: Lower-middle income,2009,29.495,18.712
Europe and Central Asia: Lower-middle income,2010,29.471,18.137
